epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
165,1547.36,1.00729,0.50781,0.97304,0.90815,0.9559,0.97713,0.74313,1.11663,0.46102,1.00781,0.0009176,0.0009176,0.0009176
166,1555.74,1.01808,0.49792,0.97327,0.91519,0.9484,0.97632,0.74274,1.11651,0.47209,1.00655,0.000911,0.000911,0.000911
167,1564.33,1.0005,0.49569,0.97664,0.92237,0.93987,0.97628,0.7416,1.09964,0.47963,1.00306,0.0009044,0.0009044,0.0009044
168,1572.65,1.00462,0.49542,0.97302,0.92216,0.94482,0.97722,0.74192,1.14207,0.4702,1.01477,0.0008978,0.0008978,0.0008978
169,1581.32,1.01904,0.49813,0.97329,0.92023,0.95196,0.97773,0.74561,1.10342,0.46522,0.99985,0.0008912,0.0008912,0.0008912
170,1589.69,0.9947,0.48971,0.96905,0.92195,0.94873,0.97643,0.74015,1.13841,0.47623,1.01342,0.0008846,0.0008846,0.0008846
171,1598.41,1.00288,0.49678,0.97102,0.91142,0.95068,0.97799,0.74691,1.08844,0.46955,0.99543,0.000878,0.000878,0.000878
172,1606.71,1.00066,0.50042,0.97172,0.91651,0.94971,0.97744,0.74594,1.11718,0.47291,1.00693,0.0008714,0.0008714,0.0008714
173,1615.15,1.01162,0.50067,0.97432,0.91043,0.95557,0.97731,0.74465,1.11993,0.46283,1.00737,0.0008648,0.0008648,0.0008648
174,1623.57,1.00242,0.49615,0.97283,0.91535,0.95215,0.97877,0.74983,1.0965,0.45967,0.99854,0.0008582,0.0008582,0.0008582
175,1632.02,1.00385,0.49499,0.97174,0.9116,0.95676,0.97783,0.74641,1.09162,0.46692,0.99978,0.0008516,0.0008516,0.0008516
176,1640.46,1.00079,0.49632,0.97138,0.9116,0.95264,0.97781,0.74908,1.09515,0.4544,0.99686,0.000845,0.000845,0.000845
177,1648.94,0.98609,0.48868,0.96633,0.92408,0.94092,0.97781,0.74739,1.08558,0.47298,0.99348,0.0008384,0.0008384,0.0008384
178,1657.49,0.99558,0.49361,0.96979,0.91339,0.95312,0.9774,0.74297,1.10508,0.46184,1.00103,0.0008318,0.0008318,0.0008318
179,1665.92,0.99729,0.49123,0.96917,0.92799,0.9439,0.97608,0.73961,1.10598,0.45769,0.99997,0.0008252,0.0008252,0.0008252
180,1674.34,0.98818,0.496,0.96731,0.93324,0.93262,0.97811,0.74365,1.10144,0.45986,0.99855,0.0008186,0.0008186,0.0008186
